id,title,title_tr,created_at,updated_at,deleted
1,Generic,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
2,Humans,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
3,Signs/Text,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
