id,title,title_tr,created_at,updated_at,deleted
1,Educational Structure,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
2,Religious Structure,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
3,Military Structure,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
4,Infrastructure,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
5,Medical Structure,,2023-11-07 22:18:28.791477,2023-11-07 22:18:28.791477,f
